source,frame,start_s,energy_selected,voiced_candidate,rms_dbfs,zcr,crest_factor_db,centroid_hz,bandwidth_hz,rolloff95_hz,flatness,spectral_entropy,flux_l2,rms_change_db,rms_std_200ms_db,band_0_300_pct,band_300_1000_pct,band_1000_2000_pct,band_2000_4000_pct,band_4000_8000_pct,f0_hz,yin_confidence
BAC009S0002W0122.wav,25,0.5,1,0,-48.69416,0.094043887,14.854646,648.67787,364.28929,1250,0.0032255665,0.59168269,0.62469831,10.505639,4.8228333,12.315478,71.916707,15.267395,0.46639482,0.03402425,,0
BAC009S0002W0122.wav,26,0.52,1,0,-41.271969,0.12539185,11.735374,846.90509,402.06463,1300,0.0018713597,0.59905119,0.23179874,7.4221907,7.3483824,11.460196,55.348919,32.374404,0.77196841,0.044513265,,0
BAC009S0002W0122.wav,27,0.54,1,0,-37.919144,0.11285266,7.531618,960.06354,366.14614,1350,0.0010239185,0.52842243,0.28659961,3.3528258,9.5049124,6.8551854,40.641541,51.167168,1.3240133,0.012092055,,0
BAC009S0002W0122.wav,28,0.56,1,0,-36.710262,0.10971787,7.5088296,858.26688,313.37444,1300,0.00068271473,0.41644351,0.42138506,1.208882,10.717132,7.2311277,68.651651,23.635125,0.47262975,0.0094660918,,0
BAC009S0002W0122.wav,29,0.58,1,1,-36.981378,0.10031348,8.0509318,857.94971,264.6363,1300,0.00042091271,0.38667597,0.13550206,-0.27111666,11.682939,2.0152711,78.54073,19.097218,0.34211984,0.0046608403,160.50652,0.93828547
BAC009S0002W0122.wav,30,0.6,1,1,-38.067445,0.10344828,7.8706347,793.80435,298.56176,1300,0.00054639229,0.43442461,0.13486701,-1.0860662,11.084126,2.5565669,83.621857,13.241066,0.57492508,0.0055851841,159.59298,0.96157007
BAC009S0002W0122.wav,31,0.62,1,1,-39.173027,0.090909091,8.0924498,775.26825,331.43066,1450,0.00089712773,0.50445617,0.17263029,-1.1055821,10.364692,1.7813408,82.304027,15.56386,0.33938416,0.011387799,160.0658,0.92975222
BAC009S0002W0122.wav,32,0.64,1,1,-41.401954,0.090909091,6.7136938,725.81763,444.54464,1500,0.001463985,0.56861193,0.33676987,-2.2289271,9.4955024,5.3447442,70.225292,23.953656,0.45375963,0.022547218,162.28675,0.90302269
BAC009S0002W0122.wav,33,0.66,1,1,-41.58865,0.081504702,9.1991457,534.6404,416.44159,1550,0.0016833082,0.51678913,0.24682027,-0.18669606,6.5945301,20.960669,67.597293,11.212129,0.174703,0.05520537,164.9679,0.89768706
BAC009S0002W0122.wav,34,0.68,1,1,-41.119485,0.040752351,8.9371875,331.26752,334.18129,850,0.00077945892,0.40989421,0.36095331,0.4691644,3.3282867,59.794328,35.254783,4.8506609,0.08924102,0.010986932,167.31206,0.9008016
BAC009S0002W0122.wav,35,0.7000000000000001,1,1,-41.489674,0.018808777,4.8775821,203.25558,219.26598,250,0.00030887734,0.23279812,0.28616338,-0.37018822,1.9087523,95.255986,2.8414157,1.8641921,0.035051388,0.0033547766,168.51053,0.94824294
BAC009S0002W0122.wav,36,0.72,1,1,-42.337774,0.021943574,6.2649199,188.13897,91.262933,350,0.00010328299,0.25094838,0.064670883,-0.84810041,2.0267889,89.696351,10.121157,0.1785842,0.0031764876,0.00073055882,167.86952,0.97805511
BAC009S0002W0122.wav,37,0.74,1,1,-45.347901,0.021943574,7.828632,178.97588,87.367129,200,0.00015136871,0.21035087,0.07046901,-3.010127,2.5416772,96.318623,3.4959958,0.17673152,0.0071955711,0.0014543103,167.84559,0.97375059
BAC009S0002W0122.wav,38,0.76,0,0,-51.118054,0.018808777,7.0441328,208.15146,134.57538,500,0.00038955954,0.2602138,0.21072236,-5.7701533,3.8010317,92.208629,7.5137062,0.26438153,0.0073674413,0.0059154573,,0
BAC009S0002W0122.wav,39,0.78,0,0,-59.299309,0.040752351,6.2567671,206.60418,188.66655,500,0.001832596,0.3210893,0.1735487,-8.1812543,6.122784,87.899947,11.106348,0.93924997,0.02764867,0.026806374,,0
BAC009S0002W0122.wav,40,0.8,0,0,-56.281088,0.018808777,6.7206197,184.72052,135.70311,250,0.0010760716,0.24991944,0.14674831,3.0182202,6.7372472,96.354709,3.4086479,0.19849175,0.015576844,0.022574271,,0
BAC009S0002W0122.wav,41,0.8200000000000001,1,0,-47.750763,0.33855799,13.469838,3324.8168,2327.3264,6850,0.17799161,0.82158797,0.61565114,8.5303259,6.3596477,3.4616682,16.294139,16.353291,32.689406,31.201495,,0
BAC009S0002W0122.wav,42,0.84,1,0,-40.010215,0.062695925,7.5764517,322.32742,424.12813,400,0.0038858175,0.32361364,0.52045094,7.7405474,6.4895756,61.065692,36.991025,0.98418227,0.67765945,0.28144126,,0
BAC009S0002W0122.wav,43,0.86,1,0,-32.962698,0.05015674,6.4210177,410.69922,371.52319,450,0.0020572878,0.2862441,0.71374326,7.0475173,7.583925,13.017376,85.477708,0.70154843,0.57086935,0.23249849,,0
BAC009S0002W0122.wav,44,0.88,1,1,-35.130537,0.053291536,7.7067935,411.31133,398.24951,450,0.003287247,0.27671581,0.22444199,-2.1678389,8.143486,9.9668068,88.234152,0.73965366,0.83066407,0.22872324,195.8266,0.92804214
BAC009S0002W0122.wav,45,0.9,1,1,-39.413666,0.065830721,8.3898602,420.54508,623.42979,950,0.014503092,0.43380246,0.48423811,-4.2831295,8.2603563,42.584861,52.426598,2.322022,2.1248325,0.54168622,188.71721,0.88845453
BAC009S0002W0122.wav,46,0.92,1,1,-37.123252,0.065830721,7.4666283,328.1097,542.19953,400,0.0056602914,0.34777538,0.20930335,2.2904145,8.5685969,51.848749,46.329378,0.46042328,0.81915379,0.54229607,181.74767,0.87909089
BAC009S0002W0122.wav,47,0.9400000000000001,1,1,-36.182037,0.021943574,5.2520315,217.60776,288.54043,350,0.0018656438,0.25201475,0.37825413,0.94121518,8.9064337,90.618057,8.6785808,0.17488179,0.40402608,0.12445417,177.67142,0.96042229
BAC009S0002W0122.wav,48,0.96,1,1,-35.58143,0.021943574,4.7994309,204.1892,143.05551,350,0.00045797647,0.26201584,0.12050785,0.60060659,8.8012496,84.924313,14.714122,0.2295427,0.11241126,0.019610406,175.052,0.97532102
BAC009S0002W0122.wav,49,0.98,1,1,-35.095998,0.034482759,5.2107854,202.15538,100.75681,350,0.00013587627,0.25315468,0.077570351,0.4854319,6.8055586,87.471783,12.380888,0.075908528,0.066556103,0.0048645727,175.05912,0.98818437
BAC009S0002W0122.wav,50,1.0,1,1,-35.276987,0.021943574,4.2342987,190.06093,93.468007,350,0.00013827624,0.22682994,0.061204858,-0.18098912,3.9686455,92.853024,6.9781909,0.10015132,0.064210564,0.00442319,176.29317,0.99506296
BAC009S0002W0122.wav,51,1.02,1,1,-35.447748,0.021943574,4.6105415,192.09953,91.962199,350,0.00011174498,0.22166549,0.054022283,-0.17076053,2.0083881,93.633142,6.1913574,0.11257655,0.058749543,0.0041744652,177.57342,0.99513598
BAC009S0002W0122.wav,52,1.04,1,1,-35.792486,0.021943574,4.1329629,201.04837,159.80073,350,0.00061287685,0.2366171,0.058051115,-0.34473855,1.5618919,93.876226,5.6446264,0.28159681,0.17627709,0.021273298,180.62298,0.98442401
BAC009S0002W0122.wav,53,1.06,1,1,-36.346292,0.059561129,5.7188339,243.95248,337.61967,400,0.0016430173,0.28646613,0.096150061,-0.55380557,1.2447375,85.267288,13.196664,0.24786691,1.2113072,0.07687384,181.32204,0.98342722
BAC009S0002W0122.wav,54,1.08,1,1,-35.846382,0.059561129,5.9446092,251.54885,437.14575,400,0.0024157387,0.27983721,0.054491786,0.49990963,1.2046177,87.792338,10.813769,0.41486245,0.64069731,0.33833395,180.24625,0.98937451
BAC009S0002W0122.wav,55,1.1,1,1,-35.718968,0.021943574,5.7171644,241.36617,434.25542,500,0.0027617455,0.24686897,0.076056397,0.12741423,0.55930597,92.972071,5.4291705,0.87928951,0.38294655,0.33652238,177.95176,0.98123176
BAC009S0002W0122.wav,56,1.12,1,1,-35.697371,0.072100313,5.820427,244.1451,359.52139,650,0.0030368874,0.2830483,0.069732792,0.021596602,0.36080858,87.729131,10.181644,1.6611241,0.23616059,0.19194064,173.83434,0.97104317
BAC009S0002W0122.wav,57,1.1400000000000001,1,1,-37.681943,0.040752351,7.9930299,341.98936,466.18286,1150,0.0053004203,0.39910708,0.1347698,-1.9845716,0.69115013,70.997205,23.009647,5.3896153,0.38473652,0.21879579,169.94527,0.95632679
BAC009S0002W0122.wav,58,1.16,1,1,-41.735995,0.072100313,9.5536971,564.99338,562.21549,1500,0.0074526552,0.52498943,0.26062695,-4.0540519,1.886254,41.047619,44.008288,13.911509,0.71144371,0.32114058,166.96515,0.9300211
BAC009S0002W0122.wav,59,1.18,1,1,-42.38492,0.081504702,7.4190384,530.9205,600.32443,1300,0.0059314925,0.50489002,0.204831,-0.64892488,2.5189744,49.53912,36.433542,13.089826,0.48056411,0.45694676,163.55358,0.88642431
BAC009S0002W0122.wav,60,1.2,1,1,-44.001694,0.10658307,8.7490242,752.1817,617.64115,1400,0.011121979,0.57845781,0.35944743,-1.6167744,3.1389339,4.0897683,79.80609,14.934636,0.4346163,0.73488962,160.17054,0.87262014
BAC009S0002W0122.wav,61,1.22,1,0,-46.712828,0.087774295,8.50993,623.15548,493.52164,1350,0.010493112,0.57049788,0.19309963,-2.7111335,3.9212908,14.032717,68.191948,16.038378,1.5715586,0.16539862,,0
BAC009S0002W0122.wav,62,1.24,1,0,-43.349378,0.056426332,7.9105742,245.93093,257.69038,500,0.0015591199,0.3449464,0.48439169,3.3634502,3.9215219,76.491258,22.126458,1.1196848,0.18727387,0.075324931,,0
BAC009S0002W0122.wav,63,1.26,1,1,-44.053,0.021943574,6.8467697,220.08948,221.06925,450,0.0012079268,0.31401848,0.14667667,-0.70362209,3.8952439,82.025498,16.779294,1.0628754,0.10271517,0.029617174,155.25924,0.88916635
BAC009S0002W0122.wav,64,1.28,1,1,-44.569887,0.043887147,6.4527761,245.56485,220.69992,450,0.0010410993,0.36346074,0.12611541,-0.51688697,3.6772183,69.202145,29.813888,0.82062768,0.13545379,0.027885609,151.7326,0.9411351
BAC009S0002W0122.wav,65,1.3,1,1,-44.788377,0.043887147,7.4855292,335.86206,323.73828,900,0.003945808,0.4447572,0.28306727,-0.21849082,3.2053654,42.288121,53.93944,3.3230273,0.38789351,0.061518346,153.33736,0.89010541
BAC009S0002W0122.wav,66,1.32,1,1,-45.806566,0.065830721,7.5604551,459.4328,366.9532,1200,0.0027229649,0.4694495,0.35487752,-1.0181889,2.3923099,21.556624,72.419541,5.5215691,0.41190388,0.090361973,153.72386,0.89076385
BAC009S0002W0122.wav,67,1.34,1,1,-45.69322,0.068965517,8.6958411,430.27073,309.50116,950,0.0019707353,0.43355149,0.094838935,0.11334631,1.4709965,21.881369,76.809667,0.96099296,0.25521574,0.092755393,154.56704,0.949639
BAC009S0002W0122.wav,68,1.36,1,1,-44.591137,0.053291536,7.9790458,456.19665,282.04586,950,0.0011272407,0.47487237,0.18919127,1.1020828,1.1949486,20.831894,76.32043,2.7394423,0.077341934,0.030891153,158.03085,0.94407238
BAC009S0002W0122.wav,69,1.3800000000000001,1,1,-44.409502,0.047021944,8.3703145,379.73503,232.08028,850,0.0010950291,0.43962317,0.22480703,0.18163493,0.94966702,21.632974,75.790038,2.4323235,0.12059117,0.02407381,161.47997,0.89047442
BAC009S0002W0122.wav,70,1.4000000000000001,1,1,-42.097198,0.040752351,7.2346331,293.87209,231.928,700,0.00092357859,0.39792935,0.28109123,2.3123047,1.2375183,54.555028,42.183207,3.1294881,0.10915571,0.023121118,168.26557,0.91138958
BAC009S0002W0122.wav,71,1.42,1,1,-39.902151,0.059561129,7.3454982,252.2194,171.24305,400,0.00044252637,0.33298692,0.076337286,2.1950467,1.6845939,62.824401,35.786281,1.2956631,0.085780591,0.007875162,171.8824,0.96077427
BAC009S0002W0122.wav,72,1.44,1,1,-39.031884,0.028213166,6.5536349,265.12092,410.91741,400,0.0034917094,0.31835825,0.15897067,0.87026649,2.2390784,76.301438,20.199213,3.0407586,0.12468287,0.33390753,171.88755,0.96808777
BAC009S0002W0122.wav,73,1.46,1,0,-41.694817,0.28213166,9.6089707,1524.0689,2435.2103,6700,0.053833821,0.49281364,0.12555526,-2.6629328,2.2913877,67.630022,6.7807375,2.3078768,3.04115,20.240214,,0
BAC009S0002W0122.wav,74,1.48,1,0,-40.133636,0.68652038,9.4337947,5651.6454,1166.0172,6750,0.074457563,0.62881234,0.53382776,1.5611816,2.4203586,0.97480264,0.75574227,0.87812805,6.7667908,90.624536,,0
BAC009S0002W0122.wav,75,1.5,1,0,-41.816949,0.62382445,10.024502,5155.5769,1709.2347,6950,0.12765548,0.79927337,0.24726681,-1.6833133,2.3409273,1.3565074,0.55644643,5.8335693,20.696093,71.557384,,0
BAC009S0002W0122.wav,76,1.52,1,0,-41.640829,0.67711599,9.2623548,5564.2353,1315.9832,6700,0.11217537,0.67319574,0.24602384,0.17611981,2.0740391,1.2305465,0.44585184,1.9198605,10.479685,85.924056,,0
BAC009S0002W0122.wav,77,1.54,1,0,-43.009481,0.61442006,10.773133,5342.957,1597.4219,6950,0.1382562,0.79827618,0.27255676,-1.3686522,1.7383366,1.4012419,0.70457971,4.7395468,15.22635,77.928282,,0
BAC009S0002W0122.wav,78,1.56,1,0,-43.855726,0.6645768,9.1386569,5030.1767,1667.1202,6700,0.14559321,0.75216944,0.16192242,-0.84624454,1.6324154,0.83200474,0.46014688,5.9879747,24.690753,68.029121,,0
BAC009S0002W0122.wav,79,1.58,1,0,-48.059405,0.38557994,9.527041,3283.1877,2506.9593,6400,0.12804511,0.73500983,0.22186908,-4.2036794,2.4079863,11.577016,21.202025,3.6287125,23.5628,40.029447,,0
BAC009S0002W0122.wav,80,1.6,1,0,-41.468572,0.07523511,8.2091727,423.72093,541.58144,800,0.01213815,0.39504751,0.44520007,6.5908337,2.4160627,34.850917,60.540785,2.6843476,1.4766911,0.44725926,,0
BAC009S0002W0122.wav,81,1.62,1,1,-38.032519,0.047021944,5.7308633,373.01296,223.03734,400,0.0016696555,0.23996704,0.44685683,3.4360522,2.6380553,6.3571892,92.522693,0.73302848,0.34683402,0.040255367,182.07919,0.89213664
BAC009S0002W0122.wav,82,1.6400000000000001,1,1,-35.617991,0.040752351,5.6996256,310.50345,186.1978,400,0.00073205363,0.31678898,0.30629438,2.4145288,3.1542119,31.465495,67.587883,0.76178863,0.17552536,0.0093081671,175.99266,0.91982315
BAC009S0002W0122.wav,83,1.6600000000000001,1,1,-35.437903,0.043887147,6.7414338,327.01712,201.27978,400,0.00045339443,0.29655442,0.14228148,0.18008789,3.6427951,19.776705,79.004088,0.94896617,0.26507156,0.0051694985,170.44481,0.96013515
BAC009S0002W0122.wav,84,1.68,1,1,-39.196743,0.059561129,7.9918748,344.3133,274.35169,500,0.0010893293,0.35463431,0.2017399,-3.75884,3.6734076,21.987885,74.867348,2.8419214,0.28021715,0.022627877,167.71259,0.92811138
BAC009S0002W0122.wav,85,1.7,1,1,-42.094914,0.040752351,6.9490076,394.99882,321.34055,550,0.001690958,0.34474444,0.13256172,-2.8981712,3.6819364,8.3676798,87.345013,3.7144359,0.54539654,0.027475076,161.9219,0.89382185
BAC009S0002W0122.wav,86,1.72,1,1,-40.696464,0.040752351,5.7157221,383.98016,265.48079,500,0.00091525134,0.31393363,0.072479948,1.39845,3.6723196,5.4482311,91.076467,3.1900657,0.27086085,0.014374818,159.37658,0.96661351
BAC009S0002W0122.wav,87,1.74,1,1,-42.68373,0.043887147,7.1977629,392.38101,307.14722,600,0.0012354585,0.36140936,0.0868724,-1.9872658,3.6535022,10.539019,85.541799,3.1879507,0.70668162,0.024549154,157.83303,0.95590265
BAC009S0002W0122.wav,88,1.76,1,1,-44.031986,0.040752351,7.0533465,383.43342,329.26199,500,0.0012935852,0.38809757,0.093968377,-1.348256,3.669007,17.202736,78.522746,3.5878746,0.6527908,0.03385286,156.29659,0.94604095
BAC009S0002W0122.wav,89,1.78,1,0,-42.95257,0.068965517,8.3786001,505.4936,484.98237,1650,0.0023940539,0.4729694,0.40170199,1.0794152,2.8852806,32.770184,54.227831,12.214492,0.75753554,0.029956592,,0
BAC009S0002W0122.wav,90,1.8,1,1,-40.823631,0.065830721,7.6733375,456.63134,379.62939,1600,0.0025145175,0.41906444,0.25683335,2.1289394,2.8638089,13.285759,79.958151,5.968961,0.76400569,0.023122944,148.81823,0.87581701
BAC009S0002W0122.wav,91,1.82,1,0,-40.347127,0.05015674,7.4227624,419.70902,220.91506,450,0.00066549122,0.30712164,0.27629035,0.47650424,2.7749184,6.4939636,91.438841,1.8421542,0.2153995,0.009641826,,0
BAC009S0002W0122.wav,92,1.84,1,0,-44.966485,0.056426332,9.8810026,568.18128,491.36692,1750,0.0036782127,0.38132938,0.37250372,-4.6193583,2.5781022,3.0497998,83.176826,12.584898,1.1661051,0.022371633,,0
BAC009S0002W0122.wav,93,1.86,1,0,-45.851271,0.056426332,9.2749982,520.18284,425.12457,1700,0.0021225711,0.39135419,0.097332051,-0.88478647,2.0369076,4.1022249,85.601212,9.5973496,0.67952899,0.019684804,,0
BAC009S0002W0122.wav,94,1.8800000000000001,1,0,-46.451811,0.047021944,7.2204726,389.16,211.46787,450,0.00051050191,0.28139971,0.22516121,-0.60053924,2.0711799,6.5382966,91.087344,2.2661238,0.10299905,0.0052361905,,0
BAC009S0002W0122.wav,95,1.9000000000000001,0,0,-53.21331,0.05015674,8.1533332,369.39775,204.72409,500,0.00096982711,0.4074702,0.29887385,-6.7614994,3.6335551,21.789399,76.592157,1.5151555,0.093806794,0.0094814807,,0
BAC009S0002W0122.wav,96,1.92,0,0,-55.861536,0.047021944,6.1402131,356.98294,133.71603,450,0.00070451018,0.32071114,0.21598685,-2.6482261,4.8237971,10.694755,88.919099,0.32683076,0.049680635,0.0096352702,,0
BAC009S0002W0122.wav,97,1.94,0,0,-59.210926,0.02507837,5.9270938,344.86637,177.03759,450,0.0015945623,0.34807592,0.14677823,-3.3493893,6.1499283,16.706857,82.814716,0.40115881,0.053056706,0.024211037,,0
BAC009S0002W0122.wav,98,1.96,0,0,-61.509944,0.040752351,9.4772222,275.57455,204.36708,450,0.001464424,0.36381966,0.21610747,-2.2990184,7.3241157,36.967387,62.643538,0.32677487,0.032814604,0.02948545,,0
BAC009S0002W0122.wav,99,1.98,0,0,-64.326806,0.034482759,6.6871768,172.30715,243.2556,400,0.0040017074,0.38696552,0.3641678,-2.8168625,8.2704255,76.601832,22.692683,0.53521238,0.092647216,0.077625171,,0
BAC009S0002W0122.wav,100,2.0,0,0,-66.98714,0.034482759,7.559502,282.85852,322.53769,450,0.0066320792,0.4333245,0.24817724,-2.6603334,8.6842731,50.600803,48.07015,0.99018145,0.15761907,0.18124634,,0
BAC009S0002W0122.wav,101,2.02,0,0,-65.302132,0.012539185,4.8203676,203.7096,433.24229,450,0.013123448,0.3534979,0.45513491,1.6850074,7.9974044,85.784576,12.370426,1.0811307,0.37572698,0.38814015,,0
BAC009S0002W0122.wav,102,2.04,0,0,-67.577104,0.0062695925,5.895381,99.814809,290.47687,250,0.0040229769,0.20495036,0.65334059,-2.274972,7.6426702,95.95662,3.3446725,0.4323618,0.072645806,0.19370011,,0
BAC009S0002W0122.wav,103,2.06,0,0,-69.594551,0.0094043887,5.3061526,141.17824,439.46216,200,0.010295981,0.26818759,0.38374294,-2.0174469,6.9619919,95.796311,2.7003085,0.80107641,0.25416179,0.4481424,,0
BAC009S0002W0122.wav,104,2.08,0,0,-71.12018,0.015673981,5.9166318,127.39853,453.50705,200,0.013665083,0.26231231,0.36080746,-1.525629,5.6074481,96.116147,1.5701047,1.4356054,0.39697545,0.48116795,,0
BAC009S0002W0122.wav,105,2.1,0,0,-64.012546,0.0062695925,4.584908,93.175955,306.27441,250,0.0089255616,0.27192952,0.18205157,7.1076346,4.4481369,95.287292,3.758894,0.53807437,0.21597227,0.19976713,,0
BAC009S0002W0122.wav,106,2.12,0,0,-67.906315,0.037617555,5.8967833,100.87655,322.67939,200,0.005631836,0.18444929,0.26223231,-3.8937692,3.4513778,96.933241,1.9694073,0.6868182,0.1902911,0.22024246,,0
BAC009S0002W0122.wav,107,2.14,0,0,-64.300018,0.0062695925,4.094019,72.889981,217.98842,100,0.0025047435,0.15260861,0.072442538,3.6062969,2.7536278,99.076335,0.54714199,0.20064391,0.08143697,0.09444232,,0
BAC009S0002W0122.wav,108,2.16,0,0,-66.518097,0.015673981,6.3120983,116.05668,394.24894,150,0.0087650615,0.22551663,0.33704031,-2.2180793,2.2535147,96.7029,1.6310187,1.0217562,0.32367483,0.32065051,,0
BAC009S0002W0122.wav,109,2.18,0,0,-66.800645,0.02507837,4.7911137,122.40448,393.34443,150,0.0082310851,0.23959488,0.11860371,-0.28254806,2.1031003,97.288175,1.0050401,1.0594268,0.29078021,0.35657811,,0
BAC009S0002W0122.wav,110,2.2,0,0,-62.087093,0,4.0337715,134.19265,358.75833,150,0.0079746294,0.24985739,0.31674086,4.7135524,2.570644,97.654556,0.91733113,0.94492144,0.20987882,0.27331301,,0
BAC009S0002W0122.wav,111,2.22,0,0,-64.061216,0.0031347962,4.6335783,118.52382,407.24786,150,0.011183603,0.25008101,0.45587639,-1.974123,2.6550927,97.302662,0.92828586,1.0461838,0.39758725,0.32528112,,0
BAC009S0002W0122.wav,112,2.24,0,0,-56.775373,0.11912226,14.070599,1809.699,1029.9066,3300,0.10748958,0.80057427,0.60651398,7.285843,3.8733354,6.4169077,10.558177,48.544526,33.024456,1.4559333,,0
BAC009S0002W0122.wav,113,2.2600000000000002,0,0,-50.801375,0.52351097,8.8914911,4407.7368,1968.2316,6900,0.13916995,0.81540202,0.16079266,5.9739983,5.5419991,2.3137694,0.17791732,12.655351,35.1046,49.748362,,0
